관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
서울특별시 영등포구,"영등포로67가길 11-2,삼거리앞",신길1동 64-30 삼거리앞,생활방범,3,,360도 전방면,30,Jun-15,02-2670-4067,37.51482998,126.9198896,2020-05-06
서울특별시 영등포구,"도신로62길 32-1,영신초교 담벼락앞",신길1동 121-3 영신초교 담벼락앞,생활방범,2,,360도 전방면,30,Jan-05,02-2670-4067,37.5097948,126.9191963,2020-05-06
서울특별시 영등포구,"여의대방로59나길 1,지하통행로입구앞",신길1동 5-10 옆 지하로입구앞,생활방범,5,,360도 전방면,30,Jan-17,02-2670-4067,37.51471442,126.9222878,2020-05-06
서울특별시 영등포구,"도신로58길 10,사거리앞",신길1동 154-15 사거리앞,생활방범,1,,360도 전방면,30,Sep-11,02-2670-4067,37.51111323,126.9166842,2020-05-06
서울특별시 영등포구,여의대방로59길 16-17,신길1동 2-5,생활방범,5,,360도 전방면,30,Sep-11,02-2670-4067,37.51469539,126.9242887,2020-05-06
서울특별시 영등포구,영등포로72길 32,신길1동 113-42,생활방범,3,,360도 전방면,30,Sep-11,02-2670-4067,37.51124097,126.9185961,2020-05-06
서울특별시 영등포구,도신로52길 5-3,신길1동 160-31,생활방범,3,,360도 전방면,30,Aug-07,02-2670-4067,37.51091842,126.9142943,2020-05-06
서울특별시 영등포구,신길로42가길 47,신길1동 147-25,생활방범,4,,360도 전방면,30,Aug-07,02-2670-4067,37.50887771,126.9165102,2020-05-06
서울특별시 영등포구,신길동 28-5,신길1동 28-5,생활방범,3,,360도 전방면,30,Aug-07,02-2670-4067,37.51751103,126.9168111,2020-05-06
서울특별시 영등포구,도신로62길 25,신길1동 120-110,생활방범,2,,360도 전방면,30,Aug-07,02-2670-4067,37.51017863,126.9191679,2020-05-06
서울특별시 영등포구,여의대방로61길 57,신길1동 18-1,생활방범,2,,360도 전방면,30,Aug-07,02-2670-4067,37.51658554,126.9197058,2020-05-06
서울특별시 영등포구,"여의대방로47길 23,오거리앞",신길1동 458-20 오거리앞,생활방범,1,,360도 전방면,30,Aug-07,02-2670-4067,37.50877616,126.9214781,2020-05-06
서울특별시 영등포구,"영등포로86길 16,사거리앞",신길1동 452-1 사거리앞,생활방범,1,,360도 전방면,30,Aug-07,02-2670-4067,37.51165448,126.9230772,2020-05-06
서울특별시 영등포구,여의대방로61길 25-13,신길1동 4-74,생활방범,4,,360도 전방면,30,Aug-07,02-2670-4067,37.51456289,126.9232185,2020-05-06
서울특별시 영등포구,도신로64가길 8,신길1동 113-126,생활방범,3,,360도 전방면,30,Aug-07,02-2670-4067,37.5117485,126.9191415,2020-05-06
서울특별시 영등포구,도신로62길 15,신길1동 119-21,생활방범,3,,360도 전방면,30,Jan-13,02-2670-4067,37.51097438,126.9183057,2020-05-06
서울특별시 영등포구,도신로54길3-9,신길1동 159-11,생활방범,4,,360도 전방면,30,Jul-13,02-2670-4067,37.51130968,126.9155208,2020-05-06
서울특별시 영등포구,도신로56길15,신길1동 151-11,생활방범,4,,360도 전방면,30,Aug-07,02-2670-4067,37.51026287,126.9159574,2020-05-06
서울특별시 영등포구,영등포로76길 7-1,신길1동 95-290,생활방범,3,,360도 전방면,30,Jan-14,02-2670-4067,37.51312454,126.9196032,2020-05-06
서울특별시 영등포구,도신로56길 4-1,신길1동 156-4,생활방범,5,,360도 전방면,30,Dec-14,02-2670-4067,37.51129191,126.9160009,2020-05-06
서울특별시 영등포구,도신로 208,신길1동 160-38,생활방범,5,,360도 전방면,30,Mar-15,02-2670-4067,37.51150346,126.914673,2020-05-06
서울특별시 영등포구,여의대방로47가길 10,신길1동 458-28,생활방범,6,,360도 전방면,30,Sep-15,02-2670-4067,37.50795204,126.9216198,2020-05-06
서울특별시 영등포구,여의대방로47길 24-13,신길1동 463-12,생활방범,3,,360도 전방면,30,Dec-15,02-2670-4067,37.50962155,126.9212558,2020-05-06
서울특별시 영등포구,영등포로86가길 16-1,,생활방범,4,,360도 전방면,30,Sep-16,02-2670-4067,37.51249013,126.9215213,2020-05-06
서울특별시 영등포구,영등포로65길 15,,생활방범,5,,360도 전방면,30,Sep-16,02-2670-4067,37.51585216,126.9191433,2020-05-06
서울특별시 영등포구,영등포로74길 11,,생활방범,3,,360도 전방면,30,Sep-16,02-2670-4067,37.51320419,126.9184657,2020-05-06
서울특별시 영등포구,도신로68길 13-1,,생활방범,4,,360도 전방면,30,Sep-16,02-2670-4067,37.51192559,126.9181019,2020-05-06
서울특별시 영등포구,영등포로80길 7,,생활방범,3,,360도 전방면,30,Feb-17,02-2670-4067,37.51299433,126.9205901,2020-05-06
서울특별시 영등포구,도신로60길 28,신길1동 137-27,생활방범,2,,360도 전방면,30,Aug-18,02-2670-4067,37.50970852,126.9174322,2020-05-06
서울특별시 영등포구,신길1동 4934-4,신길1동 4934-4,생활방범,3,,360도 전방면,30,Aug-17,02-2670-4067,37.50712949,126.9150602,2020-05-06
서울특별시 영등포구,"도신로 234,오거리앞",신길1동 114-1 사거리앞,교통단속,5,,360도 전방면,30,Aug-17,02-2670-4067,37.51208971,126.9170306,2020-05-06
서울특별시 영등포구,도신로 244,신길1동 110-34,교통단속,3,,360도 전방면,30,Sep-17,02-2670-4067,37.51278927,126.9178395,2020-05-06
서울특별시 영등포구,도신로60길 28,신길1동 137-27,교통단속,1,,360도 전방면,30,Aug-18,02-2670-4067,37.50956313,126.9174683,2020-05-06
서울특별시 영등포구,영등포로 359,신길1동 103-33,교통단속,4,,360도 전방면,30,Aug-18,02-2670-4067,37.51455628,126.918512,2020-05-06
서울특별시 영등포구,"신길로41다길 4-1,감나무마을마당공원1",신길3동 281-2 감나무마을마당1,생활방범,1,,360도 전방면,30,Aug-18,02-2670-4067,37.50813373,126.9087954,2020-05-06
서울특별시 영등포구,신길로41라길 5-1 감나무마을마당공원2,신길3동 281-9감나무마을마당공원2,생활방범,1,,360도 전방면,30,Aug-18,02-2670-4067,37.50788223,126.908303,2020-05-06
서울특별시 영등포구,"도신로68,신길우성1차 103동 근처 차없는거리공원1",신길3동 376 신길우성1차 102동 근처 차없는거리공원 1,생활방범,3,,360도 전방면,30,Oct-18,02-2670-4067,37.50461258,126.8989269,2020-05-06
서울특별시 영등포구,가마산로61나길 10-1,신길3동 315-55,쓰레기단속,1,,360도 전방면,30,Oct-18,02-2670-4067,37.50670312,126.9058621,2020-05-06
서울특별시 영등포구,가마산로65길 3,신길3동 323-2,쓰레기단속,1,,360도 전방면,30,Dec-10,02-2670-4067,37.5063266,126.9067849,2020-05-06
서울특별시 영등포구,"신길로39길 13,사거리앞",신길3동 257-43 사거리앞,생활방범,1,,360도 전방면,30,Dec-14,02-2670-4067,37.50690415,126.9093931,2020-05-06
서울특별시 영등포구,도림로100길 10-1,신길3동 347-171,생활방범,1,,360도 전방면,30,Sep-15,02-2670-4067,37.5054606,126.903558,2020-05-06
서울특별시 영등포구,신길로39길 27,신길3동 266-30,생활방범,1,,360도 전방면,30,Sep-15,02-2670-4067,37.50707932,126.9080523,2020-05-06
서울특별시 영등포구,가마산로49길 2,신길3동 370-17,생활방범,1,,360도 전방면,30,Oct-16,02-2670-4067,37.50328478,126.9005144,2020-05-06
서울특별시 영등포구,가마산로 431-6,신길3동 347-184,생활방범,1,,360도 전방면,30,Jan-06,02-2670-4067,37.50515516,126.9043534,2020-05-06
서울특별시 영등포구,도림로100길 15-18,신길3동 359-11,생활방범,1,,360도 전방면,30,Sep-13,02-2670-4067,37.50629107,126.9033558,2020-05-06
서울특별시 영등포구,가마산로65길 13-17,신길3동 315-82,생활방범,1,,360도 전방면,30,Sep-12,02-2670-4067,37.50677271,126.9054043,2020-05-06
서울특별시 영등포구,"가마산로69길 6-1,사거리앞",신길3동 269-22 사거리앞,생활방범,3,,360도 전방면,30,Sep-12,02-2670-4067,37.50651351,126.9081897,2020-05-06
서울특별시 영등포구,신길로41다길 4-2,신길3동 281-1,생활방범,3,,360도 전방면,30,Jun-13,02-2670-4067,37.50824148,126.9085566,2020-05-06
서울특별시 영등포구,신길로47길 7-2,신길3동 225-78,생활방범,1,,360도 전방면,30,Jun-13,02-2670-4067,37.50977154,126.9096488,2020-05-06
서울특별시 영등포구,"가마산로63길 25,사거리앞",신길3동 307-3 사거리앞,생활방범,1,,360도 전방면,30,Jan-05,02-2670-4067,37.50775314,126.9050612,2020-05-06
서울특별시 영등포구,"도림로86길 16,대영고 후문 출입문앞",신길3동 344-13,생활방범,1,,360도 전방면,30,Sep-11,02-2670-4067,37.50400927,126.9059945,2020-05-06
서울특별시 영등포구,"신길로 167,사거리앞",신길3동 233-178 사거리앞,생활방범,3,,360도 전방면,30,Sep-11,02-2670-4067,37.50692096,126.9105645,2020-05-06
서울특별시 영등포구,"도신로36길 14,사거리앞",신길3동 278-102 사거리앞,생활방범,6,,360도 전방면,30,Sep-11,02-2670-4067,37.50865389,126.9090074,2020-05-06
서울특별시 영등포구,"신길로41길 8,사거리앞",신길3동 227-13 사거리앞,생활방범,1,,360도 전방면,30,Aug-07,02-2670-4067,37.50786996,126.9099727,2020-05-06
서울특별시 영등포구,도림로98길 7,신길3동 355-389,생활방범,3,,360도 전방면,30,Aug-07,02-2670-4067,37.5051554,126.9034793,2020-05-06
서울특별시 영등포구,가마산로61다길 3-3,신길3동 308-44,생활방범,6,,360도 전방면,30,Aug-18,02-2670-4067,37.5066563,126.9042686,2020-05-06
서울특별시 영등포구,"도신로 152,삼거리앞",신길3동 347-180 사거리앞,생활방범,1,,360도 전방면,30,Aug-07,02-2670-4067,37.509744,126.9085459,2020-05-06
서울특별시 영등포구,도신로 90-11,신길3동 359-1,생활방범,1,,360도 전방면,30,Aug-07,02-2670-4067,37.50655486,126.9023692,2020-05-06
서울특별시 영등포구,"신길로43길 10-8,삼거리앞",신길3동 226-54 삼거리앞,생활방범,3,,360도 전방면,30,Aug-07,02-2670-4067,37.50855696,126.909655,2020-05-06
서울특별시 영등포구,가마산로61라길 1,신길3동 296-48,생활방범,3,,360도 전방면,30,Aug-07,02-2670-4067,37.50737292,126.9041354,2020-05-06
서울특별시 영등포구,도림로 324-4,신길3동 362-12,생활방범,3,,360도 전방면,30,Aug-07,02-2670-4067,37.50651928,126.9018878,2020-05-06
서울특별시 영등포구,도신로 148,신길3동 287-14,생활방범,3,,360도 전방면,30,Aug-07,02-2670-4067,37.50951618,126.9080145,2020-05-06
서울특별시 영등포구,신길로 195,신길3동 225-45,생활방범,3,,360도 전방면,30,Jan-13,02-2670-4067,37.50953519,126.9105961,2020-05-06
서울특별시 영등포구,신길로41길 34,신길3동 287-12,생활방범,2,,360도 전방면,30,Jul-13,02-2670-4067,37.50879069,126.9074443,2020-05-06
서울특별시 영등포구,신길로39길 29-10,신길3동 266-26,생활방범,3,,360도 전방면,30,Jul-13,02-2670-4067,37.50673507,126.9077048,2020-05-06
서울특별시 영등포구,도림로104길 6-1,신길3동 355-240,생활방범,3,,360도 전방면,30,Jan-12,02-2670-4067,37.50618215,126.9025524,2020-05-06
서울특별시 영등포구,도림로102길 7-2,신길3동 355-268,생활방범,4,,360도 전방면,30,Jan-14,02-2670-4067,37.50572656,126.903085,2020-05-06
서울특별시 영등포구,신길동 335-17 래미안프레비뉴몠 109동앞,신길3동 335-17 래미안프레비뉴몠 109동앞,생활방범,4,,360도 전방면,30,Mar-15,02-2670-4067,37.50444524,126.906553,2020-05-06
서울특별시 영등포구,가마산로61길 6,신길3동 325-65,생활방범,6,,360도 전방면,30,Sep-15,02-2670-4067,37.50569581,126.9052674,2020-05-06
서울특별시 영등포구,가마산로 466-4,신길3동 261-12,생활방범,3,,360도 전방면,30,Sep-15,02-2670-4067,37.50539301,126.9081663,2020-05-06
서울특별시 영등포구,가마산로61가길5,신길3동 324-25,생활방범,4,,360도 전방면,30,Sep-16,02-2670-4067,37.50594901,126.9058939,2020-05-06
서울특별시 영등포구,가마산로67길 6-1,신길3동 264-3,생활방범,5,,360도 전방면,30,Sep-16,02-2670-4067,37.50637326,126.9072789,2020-05-06
서울특별시 영등포구,신길로45길 5-1,신길3동 226-67,생활방범,3,,360도 전방면,30,Aug-17,02-2670-4067,37.50915709,126.9100751,2020-05-06
서울특별시 영등포구,가마산로61다길 7-1,신길3동 312-24,생활방범,7,,360도 전방면,30,Aug-17,02-2670-4067,37.50632952,126.9041956,2020-05-06
서울특별시 영등포구,가마산로65길 28-6,,생활방범,3,,360도 전방면,30,Aug-18,02-2670-4067,37.50838548,126.9064261,2020-05-06
서울특별시 영등포구,신길동 329-57,,생활방범,3,,360도 전방면,30,Oct-18,02-2670-4067,37.50542778,126.9100915,2020-05-06
서울특별시 영등포구,가마산로69가길 9,,생활방범,5,,360도 전방면,30,Oct-18,02-2670-4067,37.50631709,126.9093027,2020-05-06
서울특별시 영등포구,가마산로 440( 센트럴아이파크-프레비뉴 사이,,생활방범,3,,360도 전방면,30,Nov-18,02-2670-4067,37.50514797,126.9056405,2020-05-06
서울특별시 영등포구,"가마산로65길 23-2,횡단보도앞",신길3동 305-23,생활방범,3,,360도 전방면,30,Jun-12,02-2670-4067,37.50782167,126.9059919,2020-05-06
서울특별시 영등포구,"도신로 68,우성1차APT 상가앞 대로변",신길3동 365 우성1차APT 상가앞 대로변,생활방범,2,,360도 전방면,30,Jun-12,02-2670-4067,37.50616477,126.9003322,2020-05-06
서울특별시 영등포구,신길로41라길 12,신길3동 284-14,생활방범,3,,360도 전방면,30,Nov-13,02-2670-4067,37.50767173,126.9075731,2020-05-06
서울특별시 영등포구,"신길로39길 33,오거리앞",신길3동 268-6 오거리앞,생활방범,4,,360도 전방면,30,Dec-14,02-2670-4067,37.50709119,126.9070705,2020-05-06
서울특별시 영등포구,가마산로 401-3,신길3동 355-538,생활방범,4,,360도 전방면,30,Feb-11,02-2670-4067,37.50390909,126.9013332,2020-05-06
서울특별시 영등포구,가마산로 403,신길3동 355-86,교통단속,5,,360도 전방면,30,Oct-16,02-2670-4067,37.50370121,126.9016136,2020-05-06
서울특별시 영등포구,"도신로68,신길우성1차 103동 근처 대로변앞",신길3동 376 신길우성1차 103동 근처,교통단속,3,,360도 전방면,30,Oct-16,02-2670-4067,37.50455511,126.8988527,2020-05-06
서울특별시 영등포구,"도신로 120,사거리앞",신길3동 289-6 사거리앞,교통단속,5,,360도 전방면,30,Sep-13,02-2670-4067,37.50853089,126.905521,2020-05-06
서울특별시 영등포구,"신길로 155,사거리앞",신길3동 254-1 사거리앞,교통단속,5,,360도 전방면,30,Sep-13,02-2670-4067,37.50582014,126.9110143,2020-05-06
서울특별시 영등포구,가마산로65길 18,,교통단속,3,,360도 전방면,30,Sep-13,02-2670-4067,37.50723418,126.906426,2020-05-06
서울특별시 영등포구,"신길로40길 6-1,근처 공영주차장 위 덕천길마을마당공원1",신길4동 232-20 덕천길마을마당1,생활방범,1,,360도 전방면,30,Nov-11,02-2670-4067,37.50701134,126.9117102,2020-05-06
서울특별시 영등포구,"신길로40길 6-1,근처 공영주차장 위 덕천길마을마당공원2",신길4동 232-20 덕천길마을마당2,생활방범,1,,360도 전방면,30,Nov-11,02-2670-4067,37.50743977,126.9113915,2020-05-06
서울특별시 영등포구,신길로42길 30-7,신길4동 4912-12,쓰레기단속,1,,360도 전방면,30,Nov-11,02-2670-4067,37.50648684,126.9135448,2020-05-06
서울특별시 영등포구,신길로 184,신길4동 223-33,생활방범,1,,360도 전방면,30,Jul-12,02-2670-4067,37.5084638,126.911037,2020-05-06
서울특별시 영등포구,신길로42가길22,신길4동 205-149,생활방범,5,,360도 전방면,30,Dec-14,02-2670-4067,37.50888125,126.9134902,2020-05-06
서울특별시 영등포구,도신로 186-9,신길4동 214-8,생활방범,1,,360도 전방면,30,Jan-09,02-2670-4067,37.51046985,126.9123002,2020-05-06
서울특별시 영등포구,도신로48길24-4와24-6 사이길,신길4동 207-29,생활방범,3,,360도 전방면,30,Jan-09,02-2670-4067,37.50915602,126.913109,2020-05-06
서울특별시 영등포구,신길로38길13-2(중앙슈퍼앞),신길4동 4910,생활방범,3,,360도 전방면,30,Jan-09,02-2670-4067,37.50582756,126.9126476,2020-05-06
서울특별시 영등포구,도신로 184 홍어거리 대로 앞 인도,신길4동 214-58,생활방범,3,,360도 전방면,30,Jan-09,02-2670-4067,37.51092408,126.9118353,2020-05-06
서울특별시 영등포구,신길로38길 29,신길4동 4916-27,생활방범,2,,360도 전방면,30,Jan-09,02-2670-4067,37.50520756,126.9143304,2020-05-06
서울특별시 영등포구,"신길로40길 12,삼거리앞",신길4동 233-141 삼거리앞,생활방범,3,,360도 전방면,30,Jan-09,02-2670-4067,37.5068788,126.9121858,2020-05-06
서울특별시 영등포구,"신길로38가길 12,사거리앞",신길4동 4907 사거리앞,생활방범,3,,360도 전방면,30,Jan-09,02-2670-4067,37.5066417,126.9130386,2020-05-06
서울특별시 영등포구,신길로42나길 15-1,신길4동 209-39 근처,생활방범,3,,360도 전방면,30,Jan-09,02-2670-4067,37.50778905,126.9131655,2020-05-06
서울특별시 영등포구,신길로42가길 13-4,신길4동 207-4,생활방범,3,,360도 전방면,30,Jan-09,02-2670-4067,37.50891408,126.9127425,2020-05-06
서울특별시 영등포구,"도신로48길 9,사거리앞",신길4동 196-37 사거리앞,생활방범,6,,360도 전방면,30,Feb-11,02-2670-4067,37.51032865,126.9131278,2020-05-06
서울특별시 영등포구,"신길로42길 44,삼성래미안APT 106동옆 도로앞",신길4동 4920-2 인근 삼성래미안APT 106동옆 도로앞,생활방범,1,,360도 전방면,30,Jan-09,02-2670-4067,37.50604419,126.9158154,2020-05-06
서울특별시 영등포구,신길로 172-3,신길4동 232-8,생활방범,1,,360도 전방면,30,Nov-16,02-2670-4067,37.50752229,126.9114282,2020-05-06
서울특별시 영등포구,신길로40길 6-1,신길4동 4902-4,생활방범,1,,360도 전방면,30,Sep-11,02-2670-4067,37.50693264,126.9118347,2020-05-06
서울특별시 영등포구,가마산로 504,신길4동 236-11,생활방범,1,,360도 전방면,30,Sep-11,02-2670-4067,37.50536068,126.9122453,2020-05-06
서울특별시 영등포구,신길로42나길 17-12,신길4동 208-45,생활방범,3,,360도 전방면,30,Sep-11,02-2670-4067,37.50823835,126.9128804,2020-05-06
서울특별시 영등포구,신길로38길 3-7,신길4동 4902-10,생활방범,3,,360도 전방면,30,Jan-07,02-2670-4067,37.50634517,126.9115901,2020-05-06
서울특별시 영등포구,신길로38나길 9-7,신길4동 4914-16,생활방범,3,,360도 전방면,30,Jan-07,02-2670-4067,37.50590034,126.9138756,2020-05-06
서울특별시 영등포구,가마산로77길 14와 13-5 사이길,신길4동 4920-8,생활방범,2,,360도 전방면,30,Jan-07,02-2670-4067,37.50604967,126.9146481,2020-05-06
서울특별시 영등포구,신길로40길 17-2,신길4동 233-83,생활방범,4,,360도 전방면,30,Jan-07,02-2670-4067,37.50740788,126.9122915,2020-05-06
서울특별시 영등포구,도신로48길 15-24,신길4동 158-62,생활방범,3,,360도 전방면,30,Jan-07,02-2670-4067,37.50993832,126.9139086,2020-05-06
서울특별시 영등포구,신길로42나길 7-2,신길4동 209-61,생활방범,3,,360도 전방면,30,Jan-07,02-2670-4067,37.50795997,126.9123394,2020-05-06
서울특별시 영등포구,도신로48길 4,신길4동 197-14,생활방범,1,,360도 전방면,30,Jan-07,02-2670-4067,37.51078486,126.9130137,2020-05-06
서울특별시 영등포구,신길로38가길8-9,신길4동 4911-5,생활방범,4,,360도 전방면,30,Jan-07,02-2670-4067,37.50616905,126.9129362,2020-05-06
서울특별시 영등포구,신길로42가길 27-1,신길4동 205-84,생활방범,4,,360도 전방면,30,Jan-07,02-2670-4067,37.50904274,126.9144983,2020-05-06
서울특별시 영등포구,도신로52길 2,신길4동 159-34,생활방범,4,,360도 전방면,30,Jan-07,02-2670-4067,37.51130944,126.9137888,2020-05-06
서울특별시 영등포구,가마산로 530,신길4동 4934-5,생활방범,4,,360도 전방면,30,Jan-07,02-2670-4067,37.5045413,126.9158685,2020-05-06
서울특별시 영등포구,신길로42라길 13-2,,생활방범,4,,360도 전방면,30,Jan-13,02-2670-4067,37.50803032,126.9143639,2020-05-06
서울특별시 영등포구,"신길로38길 20,삼거리앞",신길4동 238-28 삼거리앞,생활방범,1,,360도 전방면,30,Jul-13,02-2670-4067,37.50563899,126.9130098,2020-05-06
서울특별시 영등포구,"신길로38가길 6-1,삼거리앞",신길4동 4908-1 삼거리앞,생활방범,1,,360도 전방면,30,Jan-10,02-2670-4067,37.50625904,126.9124827,2020-05-06
서울특별시 영등포구,신길로42길 22-1,신길4동 4905,생활방범,5,,360도 전방면,30,Jan-14,02-2670-4067,37.50741997,126.9128948,2020-05-06
서울특별시 영등포구,"신길로 134,영신교회 대로변앞",신길4동 239 대로변앞,생활방범,2,,360도 전방면,30,Sep-15,02-2670-4067,37.50408716,126.9103295,2020-05-06
서울특별시 영등포구,"신길로 188,우신초교 정문앞",신길4동 223-32 옆 우신초교 정문앞,생활방범,3,,360도 전방면,30,Sep-15,02-2670-4067,37.5091448,126.9109035,2020-05-06
서울특별시 영등포구,신길로42가길 3,신길4동 209-165,생활방범,2,,360도 전방면,30,Sep-16,02-2670-4067,37.50853282,126.911707,2020-05-06
서울특별시 영등포구,신길로42가길 13-26,신길4동 206-22,생활방범,3,,360도 전방면,30,Sep-16,02-2670-4067,37.50977911,126.9127587,2020-05-06
서울특별시 영등포구,"도신로56길 62,삼성래미안 2단지 111동 부근 삼거리앞",신길4동 4934-1 삼성래미안 2단지 111동 부근 삼거리앞,교통단속,1,,360도 전방면,30,Sep-16,02-2670-4067,37.50772774,126.91517,2020-05-06
서울특별시 영등포구,신길로 184,신길4동 223-33,교통단속,3,,360도 전방면,30,Sep-16,02-2670-4067,37.50850094,126.9110313,2020-05-06
서울특별시 영등포구,신길로 204,신길4동 221-44,교통단속,3,,360도 전방면,30,Sep-16,02-2670-4067,37.51061771,126.9103361,2020-05-06
서울특별시 영등포구,"도림로80길 6,신길근린공원1",신길5동 341-3 신길근린공원1,생활방범,1,,360도 전방면,30,Apr-17,02-2670-4067,37.50135671,126.9063216,2020-05-06
서울특별시 영등포구,"도림로80길 6,신길근린공원2",신길5동 341-3 신길근린공원2,생활방범,1,,360도 전방면,30,Aug-17,02-2670-4067,37.50096007,126.9066549,2020-05-06
서울특별시 영등포구,"도림로80길 6,신길근린공원3",신길5동 341-3 신길근린공원3,생활방범,4,,360도 전방면,30,Aug-18,02-2670-4067,37.500341,126.9071398,2020-05-06
서울특별시 영등포구,신길동 431-28 꽃섬길마을마당공원1,신길5동 431-28 꽃섬길마을마당공원1,생활방범,1,,360도 전방면,30,Aug-18,02-2670-4067,37.50003783,126.9060804,2020-05-06
서울특별시 영등포구,"신길로29가길 10,근처 꿈에그린어린이공원1",신길5동 337-230 앞 꿈에그린어린이공원1,생활방범,1,,360도 전방면,30,Dec-14,02-2670-4067,37.503331,126.9086591,2020-05-06
서울특별시 영등포구,도림로86길 16,,생활방범,4,,360도 전방면,30,Dec-14,02-2670-4067,37.50421169,126.9068508,2020-05-06
서울특별시 영등포구,"가마산로50길 23,삼거리앞",신길5동 403-31 삼거리앞,생활방범,2,,360도 전방면,30,Feb-11,02-2670-4067,37.50154813,126.9025247,2020-05-06
서울특별시 영등포구,가마산로50길 23-13,신길5동 403-12,생활방범,2,,360도 전방면,30,Feb-11,02-2670-4067,37.50220149,126.9027781,2020-05-06
서울특별시 영등포구,도림로 273-13,신길5동 402-32,생활방범,1,,360도 전방면,30,Jan-10,02-2670-4067,37.50213494,126.9034115,2020-05-06
서울특별시 영등포구,"도림로87길 6-1,사거리앞",신길5동 355-361 사거리앞,생활방범,5,,360도 전방면,30,Sep-12,02-2670-4067,37.50297797,126.9028489,2020-05-06
서울특별시 영등포구,"가마산로56길 13,사거리앞",신길5동 355-567 사거리앞,생활방범,2,,360도 전방면,30,Jan-06,02-2670-4067,37.50268556,126.9030424,2020-05-06
서울특별시 영등포구,"도림로81길 14-1,삼거리앞",신길5동 402-35 삼거리앞,생활방범,2,,360도 전방면,30,Jan-06,02-2670-4067,37.50120997,126.903577,2020-05-06
서울특별시 영등포구,"가마산로50길 5-1,삼거리앞",신길5동 387-17 삼거리앞,생활방범,2,,360도 전방면,30,Sep-12,02-2670-4067,37.50262493,126.9012557,2020-05-06
서울특별시 영등포구,"도림로63길 30,사거리앞",신길5동 404-42 사거리앞,생활방범,2,,360도 전방면,30,Jan-13,02-2670-4067,37.50002591,126.9023828,2020-05-06
서울특별시 영등포구,도림로63다길 5,신길5동 410-2,생활방범,1,,360도 전방면,30,Jan-13,02-2670-4067,37.4998565,126.9030438,2020-05-06
서울특별시 영등포구,"가마산로56길 18,사거리앞",신길5동 355-60 사거리앞,생활방범,2,,360도 전방면,30,Sep-15,02-2670-4067,37.50241459,126.9032178,2020-05-06
서울특별시 영등포구,도림로63길 22-1,신길5동 410-18,쓰레기단속,1,,360도 전방면,30,Jan-05,02-2670-4067,37.4995085,126.902772,2020-05-06
서울특별시 영등포구,신길로13길 14,신길5동 440-19,쓰레기단속,1,,360도 전방면,30,Jan-06,02-2670-4067,37.49738165,126.9065675,2020-05-06
서울특별시 영등포구,"도림로63나길 3,사거리앞",신길5동 410-35 사거리앞,생활방범,1,,360도 전방면,30,May-14,02-2670-4067,37.49914846,126.9025466,2020-05-06
서울특별시 영등포구,도림로81길 6-21,신길5동 402-28,생활방범,1,,360도 전방면,30,Jan-11,02-2670-4067,37.50125885,126.9032264,2020-05-06
서울특별시 영등포구,신길로13가길 5-3,신길5동 440-30 삼거리앞,생활방범,1,,360도 전방면,30,Jan-11,02-2670-4067,37.49788751,126.9063354,2020-05-06
서울특별시 영등포구,신길로17길 4,신길5동 447-4 사거리앞,생활방범,2,,360도 전방면,30,Jan-17,02-2670-4067,37.49811774,126.9076351,2020-05-06
서울특별시 영등포구,도림로61가길 24-7,신길5동 409-17,생활방범,1,,360도 전방면,30,Jan-07,02-2670-4067,37.49954379,126.9019764,2020-05-06
서울특별시 영등포구,도림로85길 17-1,신길5동 388-15,생활방범,1,,360도 전방면,30,Jan-07,02-2670-4067,37.50215636,126.9017986,2020-05-06
서울특별시 영등포구,"도림로63라길 3-1,사거리앞",신길5동 407-33 사거리앞,생활방범,2,,360도 전방면,30,Jan-07,02-2670-4067,37.49985005,126.9020519,2020-05-06
서울특별시 영등포구,신길로13길 28,신길5동 436-21,생활방범,1,,360도 전방면,30,Sep-11,02-2670-4067,37.49766148,126.9052354,2020-05-06
서울특별시 영등포구,도림로61가길 10,신길5동 411-19,생활방범,1,,360도 전방면,30,Jan-07,02-2670-4067,37.49816617,126.9027256,2020-05-06
서울특별시 영등포구,"도림로69길 8,삼거리앞",신길5동 420-135 삼거리앞,생활방범,3,,360도 전방면,30,Jan-07,02-2670-4067,37.50013705,126.9045697,2020-05-06
서울특별시 영등포구,"대방천로 152,대로변앞",신길5동 444-32 대로변앞,생활방범,6,,360도 전방면,30,Jan-07,02-2670-4067,37.49933816,126.9075375,2020-05-06
서울특별시 영등포구,대방천로8길 4-1,신길5동 433-37,생활방범,1,,360도 전방면,30,Jan-07,02-2670-4067,37.49910254,126.9056129,2020-05-06
서울특별시 영등포구,도림로75길 8,신길5동 420-108,생활방범,1,,360도 전방면,30,Jan-07,02-2670-4067,37.50061553,126.9045445,2020-05-06
서울특별시 영등포구,도림로63가길 8,신길5동 415-10,생활방범,1,,360도 전방면,30,Jan-07,02-2670-4067,37.49870272,126.9038508,2020-05-06
서울특별시 영등포구,"도림로65길 5-2,삼거리앞",신길5동 417-37 삼거리앞,생활방범,2,,360도 전방면,30,Jan-07,02-2670-4067,37.49915704,126.9042249,2020-05-06
