∞¸∏Æ±‚∞¸∏Ì,º“¿Á¡ˆµµ∑Œ∏Ì¡÷º“,º“¿Á¡ˆ¡ˆπ¯¡÷º“,º≥ƒ°∏Ò¿˚±∏∫–,ƒ´∏ﬁ∂Û¥Îºˆ,ƒ´∏ﬁ∂Û»≠º“ºˆ,√‘øµπÊ∏È¡§∫∏,∫∏∞¸¿œºˆ,º≥ƒ°≥‚ø˘,∞¸∏Æ±‚∞¸¿¸»≠π¯»£,¿ßµµ,∞Êµµ,µ•¿Ã≈Õ±‚¡ÿ¿œ¿⁄
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ∞ÌªÍ¿⁄∑Œ54±Ê 46-1,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 120-19,ª˝»∞πÊπ¸,3,200,,,Jan-09,02-2127-4091,37.5887946,127.039826,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ø’ªÍ∑Œ23±Ê 55,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 271-41,ª˝»∞πÊπ¸,3,200,,,Jan-09,02-2127-4091,37.58063785,127.0344786,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ æ‡∑…¡ﬂæ”∑Œ 5,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 1140-55,ª˝»∞πÊπ¸,3,200,,,Jan-09,02-2127-4091,37.5787788,127.036795,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚∑Œ 68,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 289-6,æÓ∏∞¿Ã∫∏»£,4,200,,,Jan-10,02-2127-4091,37.5865645,127.040278,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ æ‡∑…Ω√∑Œ 14,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 148-50,æÓ∏∞¿Ã∫∏»£,3,200,,,Jan-10,02-2127-4091,37.5823933,127.031456,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ π´«–∑Œ44±Ê 9,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 1157-3,æÓ∏∞¿Ã∫∏»£,4,200,,,Jan-10,02-2127-4091,37.5813326,127.030598,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »∏±‚∑Œ4±Ê 15-8,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 122-530,ª˝»∞πÊπ¸,3,200,,,Jan-10,02-2127-4091,37.5902121,127.037641,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »´∏™∑Œ15±Ê 36,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 306,ª˝»∞πÊπ¸,3,200,,,Jan-10,02-2127-4091,37.5853477,127.041539,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚∑Œ2±Ê 17,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 67-29,ª˝»∞πÊπ¸,3,200,,,Jan-10,02-2127-4091,37.5856949,127.033674,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ æ‡∑…¡ﬂæ”∑Œ 31-1,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 890-17,ª˝»∞πÊπ¸,3,200,,,Jan-10,02-2127-4091,37.581261,127.037045,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ æ‡∑…º≠±Ê 81,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 892-63,ª˝»∞πÊπ¸,3,200,,,Jan-10,02-2127-4091,37.5817927,127.036465,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚∑Œ2±Ê 45,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 133-3,ª˝»∞πÊπ¸,3,200,,,Nov-11,02-2127-4091,37.5852642,127.035103,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚∑Œ 12-1,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 138-13,ª˝»∞πÊπ¸,3,200,,,Nov-11,02-2127-4091,37.5864042,127.034427,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ π´«–∑Œ44±Ê 53,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 171-5,ª˝»∞πÊπ¸,3,200,,,Nov-11,02-2127-4091,37.5814288,127.033086,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚∑Œ4∞°±Ê 15,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 67-67,ª˝»∞πÊπ¸,3,200,,,Nov-11,02-2127-4091,37.5849491,127.034228,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ æ‡∑…Ω√∑Œ 45,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 252-1,æÓ∏∞¿Ã∫∏»£,3,200,,,Jan-12,02-2127-4091,37.5828902,127.034841,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ æ‡∑…Ω√∑Œ5±Ê 22,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 220,æÓ∏∞¿Ã∫∏»£,3,200,,,Jan-12,02-2127-4091,37.5838951,127.033908,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ æ‡∑…Ω√∑Œ 99-1,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 429-9,ª˝»∞πÊπ¸,3,200,,,Jul-12,02-2127-4091,37.583325,127.041055,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ æ‡∑…Ω√∑Œ5±Ê 22-17,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 226,æÓ∏∞¿Ã∫∏»£,3,200,,,Dec-13,02-2127-4091,37.5835165,127.034536,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ∞ÌªÍ¿⁄∑Œ52±Ê 23,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 120-251,ª˝»∞πÊπ¸,3,200,,,Feb-15,02-2127-4091,37.5875897,127.039409,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ∞ÌªÍ¿⁄∑Œ56±Ê 49-1,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 122-445,ª˝»∞πÊπ¸,3,200,,,Feb-15,02-2127-4091,37.589901,127.038513,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ æ‡∑…Ω√∑Œ13±Ê 61,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 695,æÓ∏∞¿Ã∫∏»£,2,200,,,Jan-16,02-2127-4091,37.58580602,127.0386276,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ∞ÊµøΩ√¿Â∑Œ23±Ê 14,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 681-2,æÓ∏∞¿Ã∫∏»£,2,200,,,Jan-16,02-2127-4091,37.58563004,127.0394851,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ∞ÊµøΩ√¿Â∑Œ8±Ê 32,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 631,ª˝»∞πÊπ¸,4,200,,,Oct-16,02-2127-4091,37.580878,127.042457,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ∞ÌªÍ¿⁄∑Œ58±Ê 30,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 122-281,ª˝»∞πÊπ¸,4,200,,,Oct-16,02-2127-4091,37.589197,127.038302,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ∞ÌªÍ¿⁄∑Œ 518,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 678,æÓ∏∞¿Ã∫∏»£,3,200,,,Oct-16,02-2127-4091,37.586525,127.039067,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ æ»æœ∑Œ22±Ê 30,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 136-294,ª˝»∞πÊπ¸,3,200,,,Dec-17,02-2127-4091,37.587563,127.036093,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ æ‡∑…Ω√∑Œ 25,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 153,æÓ∏∞¿Ã∫∏»£,3,200,,,Dec-17,02-2127-4091,37.582773,127.031679,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ∞ÊµøΩ√¿Â∑Œ8±Ê 34-9,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 631-8,ª˝»∞πÊπ¸,1,200,,,Jul-18,02-2127-4091,37.5806274,127.0424699,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »´∏™∑Œ3±Ê 12,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 478,ª˝»∞πÊπ¸,4,200,,,Dec-18,02-2127-4091,37.58188803,127.043833,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚∑Œ20±Ê 40,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 349,ª˝»∞πÊπ¸,4,200,,,Dec-18,02-2127-4091,37.584731,127.041537,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ æ‡∑…º≠±Ê 14,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 892-8,ª˝»∞πÊπ¸,2,200,,,Dec-18,02-2127-4091,37.578907,127.036199,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ∞ÌªÍ¿⁄∑Œ54±Ê 22-1,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 120-243,ª˝»∞πÊπ¸,3,200,,,Dec-19,02-2127-4091,37.58783264,127.0391115,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ æ‡∑…Ω√∑Œ13±Ê 14,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 763-1,ª˝»∞πÊπ¸,4,200,,,Dec-19,02-2127-4091,37.58362314,127.0393041,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 122-507,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »∏±‚∑Œ4±Ê 19-2,ª˝»∞πÊπ¸,3,200,,,Dec-19,02-2127-4091,37.590221,127.037168,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚µø 136-35,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »∏±‚∑Œ4±Ê32,ª˝»∞πÊπ¸,3,200,,,Dec-19,02-2127-4091,37.589704,127.037193,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »´∏™∑Œ22±Ê 25,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 199-199,ª˝»∞πÊπ¸,3,200,,,Jan-07,02-2127-4091,37.5875496,127.044507,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚∑Œ17±Ê 29,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 203-27,ª˝»∞πÊπ¸,3,200,,,Jan-07,02-2127-4091,37.58806895,127.0410489,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 738,ª˝»∞πÊπ¸,3,200,,,Jan-07,02-2127-4091,37.58137166,127.0441456,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚∑Œ21±Ê 74,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 205-148,ª˝»∞πÊπ¸,3,200,,,Jan-08,02-2127-4091,37.59009878,127.0413501,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »´∏™∑Œ22±Ê 25-10,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 199-194,æÓ∏∞¿Ã∫∏»£,3,200,,,Jan-08,02-2127-4091,37.5880698,127.0446006,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 199-232,ª˝»∞πÊπ¸,3,200,,,Jan-08,02-2127-4091,37.5872528,127.04312,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚∑Œ38±Ê 13,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 30,ª˝»∞πÊπ¸,3,200,,,Jan-09,02-2127-4091,37.5853307,127.050614,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ø’ªÍ∑Œ43≥™±Ê 19,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 56-25,ª˝»∞πÊπ¸,3,200,,,Jan-09,02-2127-4091,37.5857327,127.047894,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »´∏™∑Œ18±Ê 27,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 447-35,ª˝»∞πÊπ¸,3,200,,,Jan-09,02-2127-4091,37.5863106,127.044897,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »´∏™∑Œ24±Ê 78,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 828,æÓ∏∞¿Ã∫∏»£,3,200,,,Jan-10,02-2127-4091,37.5887243,127.047132,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »∏±‚∑Œ10±Ê 60,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 206-19,æÓ∏∞¿Ã∫∏»£,3,200,,,Jan-10,02-2127-4091,37.590132,127.047447,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚∑Œ23±Ê 53-16,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 205-422,ª˝»∞πÊπ¸,3,200,,,Jan-10,02-2127-4091,37.58913282,127.0415986,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 46-14,ª˝»∞πÊπ¸,3,200,,,Jan-10,02-2127-4091,37.5853043,127.049017,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚∑Œ37±Ê 16,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 61-160,ª˝»∞πÊπ¸,3,200,,,Jan-10,02-2127-4091,37.58676548,127.049722,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚∑Œ33±Ê 33-5,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 11-10,ª˝»∞πÊπ¸,3,200,,,Nov-11,02-2127-4091,37.58714892,127.0506536,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »´∏™∑Œ 14,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 291,ª˝»∞πÊπ¸,3,200,,,Nov-11,02-2127-4091,37.58150191,127.0451493,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »´∏™∑Œ22±Ê 14,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 935,ª˝»∞πÊπ¸,3,200,,,Nov-11,02-2127-4091,37.5879725,127.045962,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚∑Œ23±Ê 13,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 203-167,ª˝»∞πÊπ¸,3,200,,,Jul-12,02-2127-4091,37.5875255,127.042577,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚∑Œ33±Ê 33-5,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 11-10,ª˝»∞πÊπ¸,3,200,,,Feb-15,02-2127-4091,37.58712194,127.051136,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚∑Œ17±Ê 67,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 205-372,ª˝»∞πÊπ¸,3,200,,,Feb-15,02-2127-4091,37.5897202,127.040516,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »´∏™∑Œ27±Ê 8,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 205-119,ª˝»∞πÊπ¸,3,200,,,Oct-16,02-2127-4091,37.59029182,127.0419673,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚∑Œ37±Ê 2-21,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 19-22,ª˝»∞πÊπ¸,2,200,,,Dec-17,02-2127-4091,37.586442,127.051223,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚∑Œ23±Ê 61-2,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 205-511,ª˝»∞πÊπ¸,3,200,,,Dec-18,02-2127-4091,37.589525,127.042026,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ø’ªÍ∑Œ43±Ê 10,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 50-27,ª˝»∞πÊπ¸,3,200,,,Dec-18,02-2127-4091,37.583522,127.048609,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚∑Œ36±Ê 31,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 42-14,ª˝»∞πÊπ¸,4,200,,,Dec-18,02-2127-4091,37.584708,127.048646,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »´∏™∑Œ5±Ê 10,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 702-2,ª˝»∞πÊπ¸,4,200,,,Dec-19,02-2127-4091,37.5827494,127.0437914,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ¡¶±‚∑Œ31±Ê 27,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 854,ª˝»∞πÊπ¸,3,200,,,Dec-19,02-2127-4091,37.58807858,127.0466387,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »´∏™∑Œ 8,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 281,ª˝»∞πÊπ¸,3,200,,,Dec-19,02-2127-4091,37.58102617,127.0451943,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ø’ªÍ∑Œ 205,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 268,ª˝»∞πÊπ¸,4,200,,,Dec-19,02-2127-4091,37.580646,127.045693,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ ø’ªÍ∑Œ43¥Ÿ±Ê 5,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ √ª∑Æ∏Æµø 57-6,ª˝»∞πÊπ¸,4,200,,,Dec-19,02-2127-4091,37.586154,127.047067,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »∏±‚∑Œ12≥™±Ê 14,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »∏±‚µø 103-270,ª˝»∞πÊπ¸,3,200,,,Jan-06,02-2127-4091,37.5905998,127.049284,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »∏±‚∑Œ12∞°±Ê 47,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »∏±‚µø 64-36,ª˝»∞πÊπ¸,3,200,,,Jan-06,02-2127-4091,37.5904611,127.052336,2020/04/01
º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »∏±‚∑Œ14±Ê 6,º≠øÔ∆Ø∫∞Ω√ µø¥ÎπÆ±∏ »∏±‚µø 105-19,ª˝»∞πÊπ¸,3,200,,,Jan-08,02-2127-4091,37.5911173,127.050686,2020/04/01
